cpd,dose,landmark_genes,moa,MAS,TAS
mebendazole,5,201292_at,Tubulin inhibitor,0.7857977066187478,0.17511663935334276
mebendazole,5,202284_s_at,Tubulin inhibitor,0.7857977066187478,0.17511663935334276
mebendazole,5,205398_s_at,Tubulin inhibitor,0.7857977066187478,0.17511663935334276
mebendazole,5,40829_at,Tubulin inhibitor,0.7857977066187478,0.17511663935334276
mebendazole,5,209806_at,Tubulin inhibitor,0.7857977066187478,0.17511663935334276
mebendazole,5,207196_s_at,Tubulin inhibitor,0.7857977066187478,0.17511663935334276
mebendazole,5,203221_at,Tubulin inhibitor,0.7857977066187478,0.17511663935334276
mebendazole,5,205205_at,Tubulin inhibitor,0.7857977066187478,0.17511663935334276
mebendazole,5,202623_at,Tubulin inhibitor,0.7857977066187478,0.17511663935334276
mebendazole,6,208711_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,218292_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,201693_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,201502_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,202507_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,216598_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,212849_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,200799_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,201087_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,202954_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,202708_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,202887_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,200816_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,201519_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,201466_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,201899_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,201292_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,203258_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,201875_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,203213_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,202241_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,206662_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,201631_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,204825_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,203342_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,203119_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,205130_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,209337_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,209806_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,205205_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,202761_s_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,212899_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,218807_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,218102_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
mebendazole,6,202623_at,Tubulin inhibitor,0.8347426370867873,0.2490181027142813
medroxyprogesterone-acetate,3,201471_s_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,203952_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,201502_s_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,212143_s_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,204420_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,200799_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,208763_s_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,201719_s_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,202087_s_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,202847_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,203897_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,221750_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,217989_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,209262_s_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,203973_s_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
medroxyprogesterone-acetate,3,213190_at,Progesterone receptor agonist,0.7277670715741641,0.16542634168718887
meisoindigo,6,205500_at,STAT inhibitor,0.7747262456962831,0.1252706753708356
meisoindigo,6,202507_s_at,STAT inhibitor,0.7747262456962831,0.1252706753708356
meisoindigo,6,216598_s_at,STAT inhibitor,0.7747262456962831,0.1252706753708356
meisoindigo,6,212665_at,STAT inhibitor,0.7747262456962831,0.1252706753708356
meisoindigo,6,206662_at,STAT inhibitor,0.7747262456962831,0.1252706753708356
meisoindigo,6,202388_at,STAT inhibitor,0.7747262456962831,0.1252706753708356
merbarone,6,214404_x_at,Topoisomerase inhibitor,0.7312911153444119,0.09070198321195773
merbarone,6,202284_s_at,Topoisomerase inhibitor,0.7312911153444119,0.09070198321195773
merbarone,6,203409_at,Topoisomerase inhibitor,0.7312911153444119,0.09070198321195773
merbarone,6,220127_s_at,Topoisomerase inhibitor,0.7312911153444119,0.09070198321195773
merbarone,6,218175_at,Topoisomerase inhibitor,0.7312911153444119,0.09070198321195773
merbarone,6,218346_s_at,Topoisomerase inhibitor,0.7312911153444119,0.09070198321195773
merbarone,6,203246_s_at,Topoisomerase inhibitor,0.7312911153444119,0.09070198321195773
merbarone,6,203787_at,Topoisomerase inhibitor,0.7312911153444119,0.09070198321195773
mericitabine,6,202627_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,214062_x_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,207805_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,201693_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,204092_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,204420_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,202507_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,202870_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,216598_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,209588_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,218245_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,201555_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,204514_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,202230_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,204252_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,202954_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,200666_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,202282_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,217906_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,210986_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,202797_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,202396_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,201899_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,201292_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,203258_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,203648_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,203213_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,201767_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,206662_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,202388_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,212723_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,218826_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,218039_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,202854_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,218206_x_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,211758_x_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,209806_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,205055_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,203221_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,209045_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,205205_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,212689_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,218346_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,217911_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,209191_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,202623_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,209260_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
mericitabine,6,204126_s_at,HCV inhibitor,0.8212399308376975,0.29104995461501737
merimepodib,5,208624_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7156263327095653,0.08042967682552936
merimepodib,5,218145_at,Inosine monophosphate dehydrogenase inhibitor,0.7156263327095653,0.08042967682552936
merimepodib,6,202627_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,217478_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,204061_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,202246_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,204695_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,201746_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,221539_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,205393_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,213384_x_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,207620_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,203171_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,202095_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,204256_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,207842_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,200053_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,202185_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,203931_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,210986_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,204000_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,212281_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,202284_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,202776_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,202458_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,202733_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,200078_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,202847_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,201710_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,203409_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,201397_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,202825_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,202148_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,204087_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,217956_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,218826_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,218910_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,221492_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,221549_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,200887_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,209161_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,218193_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,208708_x_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,209100_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,212694_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,204781_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,219082_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,205055_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,203379_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,203973_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,221779_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,218001_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,219061_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,217777_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,218175_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,217761_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,219222_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,218346_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,203105_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,208908_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,216321_s_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,212660_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
merimepodib,6,218755_at,Inosine monophosphate dehydrogenase inhibitor,0.7976311444811564,0.2902908300835001
midostaurin,4,205500_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8377864387888939,0.0777792117212877
midostaurin,4,208891_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8377864387888939,0.0777792117212877
midostaurin,4,201631_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8377864387888939,0.0777792117212877
midostaurin,4,205811_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8377864387888939,0.0777792117212877
midostaurin,4,221750_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8377864387888939,0.0777792117212877
midostaurin,5,204748_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,204695_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,204995_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,205500_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,201502_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,201700_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,208891_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,202555_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,220091_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,201416_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,202009_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,212281_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,202284_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,201761_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,202087_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,202241_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,212665_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,212846_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,201631_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,217956_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,221750_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,221482_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,208708_x_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,200678_x_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,202910_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,205205_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,212070_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,218175_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,204999_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,202963_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,204126_s_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
midostaurin,5,203341_at,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,0.8052381489398698,0.2581984215896119
mitomycin-c,2,202284_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.7948977117605702,0.15292369780562473
mitomycin-c,2,203409_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.7948977117605702,0.15292369780562473
mitomycin-c,2,204542_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.7948977117605702,0.15292369780562473
mitomycin-c,2,218346_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.7948977117605702,0.15292369780562473
mitomycin-c,2,203067_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.7948977117605702,0.15292369780562473
mitomycin-c,2,204977_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.7948977117605702,0.15292369780562473
mitomycin-c,2,202963_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.7948977117605702,0.15292369780562473
mitomycin-c,3,202240_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,3,202726_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,3,203188_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,3,202431_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,3,201795_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,3,203409_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,3,218375_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,3,209806_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,3,204781_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,3,218346_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,3,209191_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8375457260317474,0.17911775317712333
mitomycin-c,4,203952_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,202332_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,201536_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,203705_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,205393_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,200799_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,202240_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,204579_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,201416_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,202282_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,203418_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,202726_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,201626_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,208763_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,201032_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,201292_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,203188_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,202431_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,202794_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,202284_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,203367_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
mitomycin-c,4,208945_s_at,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor,0.8631069278953848,0.2889393388966567
