target	dose	assay	avg_precision	no_of_compounds_per_target	median_correlation
PDE3A|PDE3B|PDE4B|TNF	0.04 uM	L1000	0.025510403790717374	21	0.03520936074062754
PDE3A|PDE3B|PDE4B|TNF	0.12 uM	Cell Painting	0.0386225765898904	21	0.007940313396732464
PDE3A|PDE3B|PDE4B|TNF	0.12 uM	L1000	0.02202592623172623	21	0.03703150450581919
PDE3A|PDE3B|PDE4B|TNF	0.37 uM	Cell Painting	0.01997971756481389	21	0.012368953698363348
PDE3A|PDE3B|PDE4B|TNF	0.37 uM	L1000	0.02081307647439925	21	0.04200341789045592
PDE3A|PDE3B|PDE4B|TNF	1.11 uM	Cell Painting	0.02693528220718839	21	7.743013547865131e-4
PDE3A|PDE3B|PDE4B|TNF	1.11 uM	L1000	0.07680974771087691	21	0.03378853815525018
PDE3A|PDE3B|PDE4B|TNF	3.33 uM	Cell Painting	0.03038866913149361	21	0.015025553283194684
PDE3A|PDE3B|PDE4B|TNF	3.33 uM	L1000	0.02559972363176806	21	0.01999102778686674
PDE3A|PDE3B|PDE4B|TNF	10 uM	Cell Painting	0.025142526557678412	21	0.006206730754824096
PDE3A|PDE3B|PDE4B|TNF	10 uM	L1000	0.026206134494456322	21	0.026653081396724773
PDE3A|PDE3B|PDE4B|TNF	All	Cell Painting	0.022455111505938662	126	0.00720026926321197
PDE3A|PDE3B|PDE4B|TNF	All	L1000	0.020831919955271148	126	0.03209254840413158
PDE4A	0.04 uM	Cell Painting	0.013296686713803851	13	1.570749194847387e-4
PDE4A	0.04 uM	L1000	0.010389443201478686	13	0.03193743484820054
PDE4A	0.12 uM	Cell Painting	0.01671322521359107	13	-0.005114825008030007
PDE4A	0.12 uM	L1000	0.01005011592258118	13	0.030611842815595626
PDE4A	0.37 uM	Cell Painting	0.014424487314468151	13	0.013746960088784942
PDE4A	0.37 uM	L1000	0.010680589715160222	13	0.035736929018683083
PDE4A	1.11 uM	Cell Painting	0.015892277769057977	13	9.315854683458752e-4
PDE4A	1.11 uM	L1000	0.012976643211003714	13	0.02869795520547964
PDE4A	3.33 uM	Cell Painting	0.017393456081567706	13	0.016613332113590132
PDE4A	3.33 uM	L1000	0.011900989496444116	13	0.02306061480215381
PDE4A	10 uM	Cell Painting	0.033045186478919325	13	0.02210586289208162
PDE4A	10 uM	L1000	0.029041425617891827	13	0.017735117319417026
PDE4A	All	Cell Painting	0.013692196031294296	78	0.006040216584327404
PDE4A	All	L1000	0.010905049525772302	78	0.032616802782698816
PDE4A|PDE4B|PDE4C|PDE4D	0.04 uM	Cell Painting	0.014992987304663415	18	-0.002880942226746379
PDE4A|PDE4B|PDE4C|PDE4D	0.04 uM	L1000	0.01926856220546216	18	0.03996952329850863
PDE4A|PDE4B|PDE4C|PDE4D	0.12 uM	Cell Painting	0.01529754273502297	18	0.005104161678243013
PDE4A|PDE4B|PDE4C|PDE4D	0.12 uM	L1000	0.015422986086379431	18	0.03696862203184812
PDE4A|PDE4B|PDE4C|PDE4D	0.37 uM	Cell Painting	0.025749440497802967	18	0.01062532400606713
PDE4A|PDE4B|PDE4C|PDE4D	0.37 uM	L1000	0.016008715796652015	18	0.036805084742818656
PDE4A|PDE4B|PDE4C|PDE4D	1.11 uM	Cell Painting	0.027217872566913402	18	0.008129234129236504
PDE4A|PDE4B|PDE4C|PDE4D	1.11 uM	L1000	0.01933145643833282	18	0.026861394199576834
PDE4A|PDE4B|PDE4C|PDE4D	3.33 uM	Cell Painting	0.020007937851191784	18	0.015419367105934414
PDE4A|PDE4B|PDE4C|PDE4D	3.33 uM	L1000	0.015890831683494033	18	0.01908659706592805
PDE4A|PDE4B|PDE4C|PDE4D	10 uM	Cell Painting	0.01931839586117124	18	0.02161649181764711
PDE4A|PDE4B|PDE4C|PDE4D	10 uM	L1000	0.016324990619928467	18	0.018089795510208256
PDE4A|PDE4B|PDE4C|PDE4D	All	Cell Painting	0.016183277816085143	108	0.0063607553820745535
PDE4A|PDE4B|PDE4C|PDE4D	All	L1000	0.016244530056938482	108	0.031193252507947574
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.04 uM	Cell Painting	0.042962475724996924	24	0.0034023937535729363
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.04 uM	L1000	0.05054484024259137	24	0.03495889963524676
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.12 uM	Cell Painting	0.07293515353637531	24	0.008906823261136978
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.12 uM	L1000	0.06931913368184027	24	0.035716492092128016
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.37 uM	Cell Painting	0.035187771493038054	24	0.007163055033806882
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	0.37 uM	L1000	0.028103178698893463	24	0.03255837522723551
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	1.11 uM	Cell Painting	0.035475041398464566	24	0.009026341886078683
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	1.11 uM	L1000	0.036989903795477244	24	0.02413457799543505
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	3.33 uM	Cell Painting	0.04497958426825764	24	0.012403832868528288
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	3.33 uM	L1000	0.05131229187367965	24	0.016632661202589542
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	10 uM	Cell Painting	0.045596234530262326	24	0.02314531138873587
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	10 uM	L1000	0.05072255025804092	24	0.02986201607029939
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	All	Cell Painting	0.03384968248194535	144	0.007871654794254498
PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	All	L1000	0.030206034203150857	144	0.028184659799745555
PDE4A|PDE4B|PDE4D	0.04 uM	Cell Painting	0.02765567813447528	18	-0.002880942226746379
PDE4A|PDE4B|PDE4D	0.04 uM	L1000	0.015418969254367523	18	0.03996952329850863
PDE4A|PDE4B|PDE4D	0.12 uM	Cell Painting	0.045314671610114904	18	0.005104161678243013
PDE4A|PDE4B|PDE4D	0.12 uM	L1000	0.01167514628142317	18	0.03696862203184812
PDE4A|PDE4B|PDE4D	0.37 uM	Cell Painting	0.03340232995955125	18	0.01062532400606713
PDE4A|PDE4B|PDE4D	0.37 uM	L1000	0.027709892034670666	18	0.036805084742818656
PDE4A|PDE4B|PDE4D	1.11 uM	Cell Painting	0.038859918209833616	18	0.008129234129236504
PDE4A|PDE4B|PDE4D	1.11 uM	L1000	0.022803011517615907	18	0.026861394199576834
PDE4A|PDE4B|PDE4D	3.33 uM	Cell Painting	0.019755666616253338	18	0.015419367105934414
PDE4A|PDE4B|PDE4D	3.33 uM	L1000	0.013661990314477016	18	0.01908659706592805
PDE4A|PDE4B|PDE4D	10 uM	Cell Painting	0.054797979985126824	18	0.02161649181764711
PDE4A|PDE4B|PDE4D	10 uM	L1000	0.016192200722292216	18	0.018089795510208256
PDE4A|PDE4B|PDE4D	All	Cell Painting	0.024003814267441574	108	0.0063607553820745535
PDE4A|PDE4B|PDE4D	All	L1000	0.01489717647318232	108	0.031193252507947574
PDE4D	0.04 uM	Cell Painting	0.017396165371368663	12	-0.0017756309928684878
PDE4D	0.04 uM	L1000	0.024380113708668813	12	0.05155275277669443
PDE4D	0.12 uM	Cell Painting	0.0139903245323884	12	-0.003350171146007738
PDE4D	0.12 uM	L1000	0.00956996072302483	12	0.036315690569430306
PDE4D	0.37 uM	Cell Painting	0.01800500519347275	12	0.014034706028789973
PDE4D	0.37 uM	L1000	0.009799448810208257	12	0.04769156493508321
PDE4D	1.11 uM	Cell Painting	0.022230135117144542	12	0.0012448815606878234
PDE4D	1.11 uM	L1000	0.019847508893851028	12	0.0260197490672096
PDE4D	3.33 uM	Cell Painting	0.019033125907609482	12	0.016613332113590132
PDE4D	3.33 uM	L1000	0.010981078219741307	12	0.018963163262983394
PDE4D	10 uM	Cell Painting	0.024899265516845723	12	0.022875307542805392
PDE4D	10 uM	L1000	0.01918755683313717	12	0.004150113399814255
PDE4D	All	Cell Painting	0.012407762426050514	72	0.005766014664464665
PDE4D	All	L1000	0.0117305230073797	72	0.037644550124781906
PDE5A	0.04 uM	Cell Painting	0.013278290352330399	12	0.026637806358918548
PDE5A	0.04 uM	L1000	0.013167049381995762	12	-0.006163544203557565
PDE5A	0.12 uM	Cell Painting	0.01548772003874602	12	0.01975682646737141
PDE5A	0.12 uM	L1000	0.010531200369554516	12	0.04241003745567998
PDE5A	0.37 uM	Cell Painting	0.014854713809109469	12	0.01815712331632044
PDE5A	0.37 uM	L1000	0.011232001765964485	12	0.02511804510067179
PDE5A	1.11 uM	Cell Painting	0.01626309282560287	12	0.017943246145845873
PDE5A	1.11 uM	L1000	0.011850637655080477	12	0.0173885562674646
PDE5A	3.33 uM	Cell Painting	0.014765658670391901	12	0.01679305388662257
PDE5A	3.33 uM	L1000	0.010164947027782607	12	0.0068116609365058015
PDE5A	10 uM	Cell Painting	0.018048337877272377	12	0.029615238678509258
PDE5A	10 uM	L1000	0.01043812628444669	12	0.016061069505295643
PDE5A	All	Cell Painting	0.013149288196673268	72	0.018233061428505858
PDE5A	All	L1000	0.010578961724040171	72	0.027827082423409172
PDE5A|PDE6G|PDE6H	0.04 uM	Cell Painting	0.013585157754410715	12	0.026637806358918548
PDE5A|PDE6G|PDE6H	0.04 uM	L1000	0.011769646259570252	12	-0.006163544203557565
PDE5A|PDE6G|PDE6H	0.12 uM	Cell Painting	0.012341791280056136	12	0.01975682646737141
PDE5A|PDE6G|PDE6H	0.12 uM	L1000	0.011499303972632678	12	0.04241003745567998
PDE5A|PDE6G|PDE6H	0.37 uM	Cell Painting	0.01603357236752045	12	0.01815712331632044
PDE5A|PDE6G|PDE6H	0.37 uM	L1000	0.014696337078251617	12	0.02511804510067179
PDE5A|PDE6G|PDE6H	1.11 uM	Cell Painting	0.01560286196460322	12	0.017943246145845873
PDE5A|PDE6G|PDE6H	1.11 uM	L1000	0.01356285547480534	12	0.0173885562674646
PDE5A|PDE6G|PDE6H	3.33 uM	Cell Painting	0.009006526342366098	12	0.01679305388662257
PDE5A|PDE6G|PDE6H	3.33 uM	L1000	0.01373257020788088	12	0.0068116609365058015
PDE5A|PDE6G|PDE6H	10 uM	Cell Painting	0.013876139842462921	12	0.029615238678509258
PDE5A|PDE6G|PDE6H	10 uM	L1000	0.012308972217512188	12	0.016061069505295643
PDE5A|PDE6G|PDE6H	All	Cell Painting	0.011262770100746597	72	0.018233061428505858
PDE5A|PDE6G|PDE6H	All	L1000	0.011449790812087563	72	0.027827082423409172
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	0.04 uM	Cell Painting	0.021449243583653684	15	0.02005347156687567
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	0.04 uM	L1000	0.01677836449118367	15	0.023763503794566723
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	0.12 uM	Cell Painting	0.018312859773612508	15	0.015989210881246305
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	0.12 uM	L1000	0.019151276736275043	15	0.03696862203184812
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	0.37 uM	Cell Painting	0.0287969559665713	15	0.018383750170960993
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	0.37 uM	L1000	0.015637199826417057	15	0.016859418592695682
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	1.11 uM	Cell Painting	0.02722107482452467	15	0.01080931450337803
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	1.11 uM	L1000	0.01513086232003775	15	0.01601727156395521
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	3.33 uM	Cell Painting	0.0194859655800396	15	0.010481844014487665
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	3.33 uM	L1000	0.027477988908500464	15	-0.004141814850624334
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	10 uM	Cell Painting	0.026074890978539857	15	0.032070331840448316
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	10 uM	L1000	0.01391030005311102	15	0.011668627415011828
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	All	Cell Painting	0.017587654990314186	90	0.01609642083664752
PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	All	L1000	0.012105592140264741	90	0.023238898994882348
PDE9A	0.04 uM	Cell Painting	0.00590766968596789	4	0.027842191539298018
PDE9A	0.04 uM	L1000	0.0027652438985267236	4	-0.022232594555049723
PDE9A	0.12 uM	Cell Painting	0.0029045706789973267	4	0.006462543263131976
PDE9A	0.12 uM	L1000	0.00706769020270398	4	0.05764311176687641
PDE9A	0.37 uM	Cell Painting	0.004697071623653008	4	0.007961651364185335
PDE9A	0.37 uM	L1000	0.0041016835262246065	4	0.052490060572432454
PDE9A	1.11 uM	Cell Painting	0.002414725916875921	4	-0.013815604567546286
PDE9A	1.11 uM	L1000	0.0041843248301378306	4	-0.008542643154259982
PDE9A	3.33 uM	Cell Painting	0.0038919812986443316	4	0.012861587095855703
PDE9A	3.33 uM	L1000	0.004624689848751954	4	0.016923171297737332
PDE9A	10 uM	Cell Painting	0.02477766058569996	4	0.022990020288030898
PDE9A	10 uM	L1000	0.002475682716473763	4	0.04340863744570736
PDE9A	All	Cell Painting	0.002559659510520878	24	0.014363493915202103
PDE9A	All	L1000	0.002648170840519771	24	0.07325159186542204
PGD|POLA2	0.04 uM	Cell Painting	NA	1	NA
PGD|POLA2	0.04 uM	L1000	NA	1	NA
PGD|POLA2	0.12 uM	Cell Painting	NA	1	NA
PGD|POLA2	0.12 uM	L1000	NA	1	NA
PGD|POLA2	0.37 uM	Cell Painting	NA	1	NA
PGD|POLA2	0.37 uM	L1000	NA	1	NA
PGD|POLA2	1.11 uM	Cell Painting	NA	1	NA
PGD|POLA2	1.11 uM	L1000	NA	1	NA
PGD|POLA2	3.33 uM	Cell Painting	NA	1	NA
PGD|POLA2	3.33 uM	L1000	NA	1	NA
PGD|POLA2	10 uM	Cell Painting	NA	1	NA
PGD|POLA2	10 uM	L1000	NA	1	NA
PGD|POLA2	All	Cell Painting	NA	6	0.2296350557362523
PGD|POLA2	All	L1000	NA	6	0.13089668246440575
PGR	0.04 uM	Cell Painting	0.05280831242009743	14	0.022091275728322105
PGR	0.04 uM	L1000	0.03813001710510927	14	0.033014759751645396
PGR	0.12 uM	Cell Painting	0.056837845529600355	14	0.02262970038135256
PGR	0.12 uM	L1000	0.027163594803584788	14	0.039066165394737035
PGR	0.37 uM	Cell Painting	0.04916998992441681	14	0.03169232075725699
PGR	0.37 uM	L1000	0.029764899726276363	14	0.06884162106031462
PGR	1.11 uM	Cell Painting	0.05405033367492518	14	0.04848320932213396
PGR	1.11 uM	L1000	0.03507152288201879	14	0.07272908085517957
PGR	3.33 uM	Cell Painting	0.05906298797948795	14	0.07204561734036088
PGR	3.33 uM	L1000	0.043841471702778474	14	0.06895949647891261
PGR	10 uM	Cell Painting	0.06321598589488685	14	0.09510889572173753
PGR	10 uM	L1000	0.055775378161475125	14	0.1051850606073347
PGR	All	Cell Painting	0.05275421182585081	84	0.051686033157360894
PGR	All	L1000	0.031175849458545055	84	0.06593739467938967
PIK3CA	0.04 uM	Cell Painting	0.012138216278597763	8	0.008064131866332425
PIK3CA	0.04 uM	L1000	0.009250445660516738	8	0.05074148105303468
PIK3CA	0.12 uM	Cell Painting	0.0328674948302718	8	-0.0021997160397768875
PIK3CA	0.12 uM	L1000	0.0185580590149524	8	0.03453225402790443
PIK3CA	0.37 uM	Cell Painting	0.02945695609301449	8	-0.0041362920709964645
PIK3CA	0.37 uM	L1000	0.07156845950681874	8	0.07760282321787942
PIK3CA	1.11 uM	Cell Painting	0.21635442598680774	8	0.03644589588860195
PIK3CA	1.11 uM	L1000	0.07591207779422326	8	0.08805820979428294
PIK3CA	3.33 uM	Cell Painting	0.19015448712647232	8	0.07846079482457788
PIK3CA	3.33 uM	L1000	0.283818073532476	8	0.1029519795495598
PIK3CA	10 uM	Cell Painting	0.18907635959916425	8	0.044521188562560356
PIK3CA	10 uM	L1000	0.4599341416876962	8	0.2727463858730016
PIK3CA	All	Cell Painting	0.04994505722682356	48	0.044615468008967256
PIK3CA	All	L1000	0.08697590070256718	48	0.07614262386602215
PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.04 uM	Cell Painting	0.013062017170610691	9	0.016989389794939854
PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.04 uM	L1000	0.02178786026755222	9	0.031340530121201686
PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.12 uM	Cell Painting	0.006649724496581098	9	-0.00784869416555866
PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.12 uM	L1000	0.02086445805137825	9	0.03453225402790443
PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.37 uM	Cell Painting	0.00841642178960026	9	0.01677231808533026
PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.37 uM	L1000	0.027178195229639886	9	0.08040434651398858
PIK3CA|PIK3CB|PIK3CD|PIK3CG	1.11 uM	Cell Painting	0.018610125999546135	9	0.031252707221548756
PIK3CA|PIK3CB|PIK3CD|PIK3CG	1.11 uM	L1000	0.02110197805149843	9	0.062004197034997856
PIK3CA|PIK3CB|PIK3CD|PIK3CG	3.33 uM	Cell Painting	0.019736993227329965	9	0.05611447832049851
PIK3CA|PIK3CB|PIK3CD|PIK3CG	3.33 uM	L1000	0.01457280436420299	9	0.08155653602893348
PIK3CA|PIK3CB|PIK3CD|PIK3CG	10 uM	Cell Painting	0.010615230208330672	9	0.027646898817043214
PIK3CA|PIK3CB|PIK3CD|PIK3CG	10 uM	L1000	0.0175352707217199	9	0.1606641295714021
PIK3CA|PIK3CB|PIK3CD|PIK3CG	All	Cell Painting	0.011543917185578598	54	0.03684594309773575
PIK3CA|PIK3CB|PIK3CD|PIK3CG	All	L1000	0.014625533293672015	54	0.06720952691555265
PIK3CA|PIK3CD|PIK3CG	0.04 uM	Cell Painting	0.010237153299337803	8	0.008064131866332425
PIK3CA|PIK3CD|PIK3CG	0.04 uM	L1000	0.01150929754175083	8	0.05074148105303468
PIK3CA|PIK3CD|PIK3CG	0.12 uM	Cell Painting	0.005656527823717832	8	-0.0021997160397768875
PIK3CA|PIK3CD|PIK3CG	0.12 uM	L1000	0.009937914179221767	8	0.03453225402790443
PIK3CA|PIK3CD|PIK3CG	0.37 uM	Cell Painting	0.005298222400513264	8	-0.0041362920709964645
PIK3CA|PIK3CD|PIK3CG	0.37 uM	L1000	0.018924789137109998	8	0.07760282321787942
PIK3CA|PIK3CD|PIK3CG	1.11 uM	Cell Painting	0.00582904908840454	8	0.03644589588860195
PIK3CA|PIK3CD|PIK3CG	1.11 uM	L1000	0.00663479641473004	8	0.08805820979428294
PIK3CA|PIK3CD|PIK3CG	3.33 uM	Cell Painting	0.012189962269379215	8	0.07846079482457788
PIK3CA|PIK3CD|PIK3CG	3.33 uM	L1000	0.006270161334674333	8	0.1029519795495598
PIK3CA|PIK3CD|PIK3CG	10 uM	Cell Painting	0.011925086472579277	8	0.044521188562560356
PIK3CA|PIK3CD|PIK3CG	10 uM	L1000	0.03218051161713068	8	0.2727463858730016
PIK3CA|PIK3CD|PIK3CG	All	Cell Painting	0.006350066377589243	48	0.044615468008967256
PIK3CA|PIK3CD|PIK3CG	All	L1000	0.009649413560396784	48	0.07614262386602215
PIK3CB	0.04 uM	Cell Painting	0.012788060960818436	3	0.00949708041732937
PIK3CB	0.04 uM	L1000	0.04292929292929293	3	0.13030580369064407
PIK3CB	0.12 uM	Cell Painting	0.0020490611498836823	3	-0.026412570335713398
PIK3CB	0.12 uM	L1000	0.014039855072463768	3	0.17784312270832295
PIK3CB	0.37 uM	Cell Painting	0.007194861863555021	3	0.038124355452668686
PIK3CB	0.37 uM	L1000	0.030434782608695653	3	0.13544775110254553
PIK3CB	1.11 uM	Cell Painting	0.003907996250630904	3	-0.00669544031834393
PIK3CB	1.11 uM	L1000	0.005570469798657718	3	0.06836989167156245
PIK3CB	3.33 uM	Cell Painting	0.007406188281764318	3	-0.00641378367111758
PIK3CB	3.33 uM	L1000	0.003767018916601107	3	-0.09661122621635526
PIK3CB	10 uM	Cell Painting	0.008982148214821482	3	0.01042318436314846
PIK3CB	10 uM	L1000	0.003922463277501398	3	0.032841982297908315
PIK3CB	All	Cell Painting	0.003830371028633572	18	0.036741944639513996
PIK3CB	All	L1000	0.005613921646363937	18	0.10462542996719351
PIM1|PIM2|PIM3	0.04 uM	Cell Painting	0.003389830508474576	2	0.037220098194227856
PIM1|PIM2|PIM3	0.04 uM	L1000	0.010526315789473684	2	0.07712646470377484
PIM1|PIM2|PIM3	0.12 uM	Cell Painting	0.0072992700729927005	2	0.0808073070179221
PIM1|PIM2|PIM3	0.12 uM	L1000	0.0012360939431396785	2	0.011989546210809858
PIM1|PIM2|PIM3	0.37 uM	Cell Painting	0.002012072434607646	2	-0.0013777915446177849
PIM1|PIM2|PIM3	0.37 uM	L1000	0.0014492753623188406	2	-0.03071664039799593
PIM1|PIM2|PIM3	1.11 uM	Cell Painting	0.002932551319648094	2	0.03403025864002515
PIM1|PIM2|PIM3	1.11 uM	L1000	0.0011248593925759281	2	-0.0984973887442385
PIM1|PIM2|PIM3	3.33 uM	Cell Painting	0.002398081534772182	2	0.0014888405652966963
PIM1|PIM2|PIM3	3.33 uM	L1000	0.0021598272138228943	2	-0.011642939366042198
PIM1|PIM2|PIM3	10 uM	Cell Painting	0.002	2	0.03161444339538739
PIM1|PIM2|PIM3	10 uM	L1000	0.0013986013986013986	2	-0.012899855124533158
PIM1|PIM2|PIM3	All	Cell Painting	0.0011252222734849443	12	0.06515035549426937
PIM1|PIM2|PIM3	All	L1000	9.20066999911342e-4	12	0.08160036687469993
PKIA|PRKACA|ROCK1|ROCK2	0.04 uM	Cell Painting	0.00923785031601788	4	0.03090666638163273
PKIA|PRKACA|ROCK1|ROCK2	0.04 uM	L1000	0.0033099010930503913	4	-0.031787147439894844
PKIA|PRKACA|ROCK1|ROCK2	0.12 uM	Cell Painting	0.007534985255968058	4	0.006345947705696395
PKIA|PRKACA|ROCK1|ROCK2	0.12 uM	L1000	0.011868369938741968	4	0.08530290031124682
PKIA|PRKACA|ROCK1|ROCK2	0.37 uM	Cell Painting	0.0071214871280693235	4	0.03540216450280099
PKIA|PRKACA|ROCK1|ROCK2	0.37 uM	L1000	0.012829468085633402	4	0.05048886708801154
PKIA|PRKACA|ROCK1|ROCK2	1.11 uM	Cell Painting	0.009300263082294574	4	0.03572839118263731
PKIA|PRKACA|ROCK1|ROCK2	1.11 uM	L1000	0.010396021399633533	4	0.08383196531967915
PKIA|PRKACA|ROCK1|ROCK2	3.33 uM	Cell Painting	0.01390551088901249	4	0.10504460055015262
PKIA|PRKACA|ROCK1|ROCK2	3.33 uM	L1000	0.004846177762578232	4	0.027214650686316767
PKIA|PRKACA|ROCK1|ROCK2	10 uM	Cell Painting	0.0058906534651507695	4	0.07724137283755898
PKIA|PRKACA|ROCK1|ROCK2	10 uM	L1000	0.010575856068813816	4	0.05081049993553144
PKIA|PRKACA|ROCK1|ROCK2	All	Cell Painting	0.004483563017905897	24	0.042954600680000045
PKIA|PRKACA|ROCK1|ROCK2	All	L1000	0.004594043213294642	24	0.04323086637661837
PLK1	0.04 uM	Cell Painting	1	4	0.6104446984996958
PLK1	0.04 uM	L1000	0.5488634931437789	4	0.22994070028179908
PLK1	0.12 uM	Cell Painting	0.9166666666666666	4	0.5872633027724714
PLK1	0.12 uM	L1000	0.5355311355311355	4	0.4120128901279094
PLK1	0.37 uM	Cell Painting	0.976190476190476	4	0.5851894216596509
PLK1	0.37 uM	L1000	0.5491452991452992	4	0.4447402249416864
PLK1	1.11 uM	Cell Painting	1	4	0.6029968875628768
PLK1	1.11 uM	L1000	0.536013986013986	4	0.39578866644708016
PLK1	3.33 uM	Cell Painting	1	4	0.6414705469931521
PLK1	3.33 uM	L1000	0.4824346405228758	4	0.3686304182278656
PLK1	10 uM	Cell Painting	0.9444444444444443	4	0.6289110187942608
PLK1	10 uM	L1000	0.19129592287461678	4	0.22275872827923998
PLK1	All	Cell Painting	0.7768979724259779	24	0.6085203886553376
PLK1	All	L1000	0.2817647742887849	24	0.3914966986262858
POLA1|POLB|POLD1|POLE	0.04 uM	Cell Painting	0.001256281407035176	2	-0.04089102603277841
POLA1|POLB|POLD1|POLE	0.04 uM	L1000	0.0015037593984962407	2	-0.0646953907107469
POLA1|POLB|POLD1|POLE	0.12 uM	Cell Painting	0.003205128205128205	2	0.0042724728644687555
POLA1|POLB|POLD1|POLE	0.12 uM	L1000	0.0011976047904191617	2	-0.06032965286445709
POLA1|POLB|POLD1|POLE	0.37 uM	Cell Painting	0.002932551319648094	2	0.02101021429677238
POLA1|POLB|POLD1|POLE	0.37 uM	L1000	0.0034482758620689655	2	0.14284572135981635
POLA1|POLB|POLD1|POLE	1.11 uM	Cell Painting	0.008333333333333333	2	0.05103157538598172
POLA1|POLB|POLD1|POLE	1.11 uM	L1000	0.001148105625717566	2	-0.06327224250790942
POLA1|POLB|POLD1|POLE	3.33 uM	Cell Painting	0.004784688995215311	2	0.017108255356556364
POLA1|POLB|POLD1|POLE	3.33 uM	L1000	0.001652892561983471	2	-0.0744613620817234
POLA1|POLB|POLD1|POLE	10 uM	Cell Painting	0.005714285714285714	2	0.06325866043587464
POLA1|POLB|POLD1|POLE	10 uM	L1000	0.001092896174863388	2	-0.08663831154448626
POLA1|POLB|POLD1|POLE	All	Cell Painting	0.0014382510756478346	12	0.0655449326200248
POLA1|POLB|POLD1|POLE	All	L1000	8.29783214375637e-4	12	0.02500214701877567
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.04 uM	Cell Painting	0.004471514916685429	4	0.03764827677793606
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.04 uM	L1000	0.002465562337115758	4	-0.06741985950392895
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.12 uM	Cell Painting	0.02899642920086624	4	0.006711619078134426
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.12 uM	L1000	0.0022099589588409213	4	0.012668734110897029
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.37 uM	Cell Painting	0.043813914791832775	4	0.041003349905416236
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	0.37 uM	L1000	0.005741868645094452	4	0.043539627937022984
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	1.11 uM	Cell Painting	0.02268303368852587	4	0.016773429074454383
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	1.11 uM	L1000	0.3351220699139589	4	-0.015732455982998876
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	3.33 uM	Cell Painting	0.015117098054058987	4	-0.004477626032953534
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	3.33 uM	L1000	0.3357564313334522	4	-0.01978497287473053
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	10 uM	Cell Painting	0.03635040783905376	4	0.09853088620405126
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	10 uM	L1000	0.1684288475650135	4	-0.07758390587562014
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	All	Cell Painting	0.01319954661379823	24	0.04019063280123876
POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	All	L1000	0.09601290357280329	24	0.016656245290531106
PPARA	0.04 uM	Cell Painting	0.005787675732492445	3	-0.00403621167286329
PPARA	0.04 uM	L1000	0.013325281803542673	3	0.09154583646303617
PPARA	0.12 uM	Cell Painting	0.0033438280914585145	3	0.008318505405985928
