pert_iname	moa	L1000_probe	L1000_readout	L1000_abs_readout	gene_symbol
lasalocid	bacterial permeability inducer	201503_at	-4.41238785	4.41238785	G3BP1
lasalocid	bacterial permeability inducer	202598_at	-2.13012175	2.13012175	S100A13
lasalocid	bacterial permeability inducer	203007_x_at	-2.72153585	2.72153585	LYPLA1
lasalocid	bacterial permeability inducer	211729_x_at	2.5798569000000002	2.5798569000000002	BLVRA
lasalocid	bacterial permeability inducer	203557_s_at	2.6754663499999998	2.6754663499999998	PCBD1
lasalocid	bacterial permeability inducer	201967_at	2.3064406	2.3064406	RBM6
lasalocid	bacterial permeability inducer	201174_s_at	2.32276485	2.32276485	TERF2IP
lasalocid	bacterial permeability inducer	217956_s_at	-3.0744594999999997	3.0744594999999997	ENOPH1
lasalocid	bacterial permeability inducer	209257_s_at	-2.2018983	2.2018983	SMC3
lasalocid	bacterial permeability inducer	202950_at	-3.71216235	3.71216235	CRYZ
lasalocid	bacterial permeability inducer	218826_at	-3.44547595	3.44547595	SLC35F2
lasalocid	bacterial permeability inducer	209860_s_at	-2.64158515	2.64158515	ANXA7
lasalocid	bacterial permeability inducer	206050_s_at	3.0725909	3.0725909	RNH1
lasalocid	bacterial permeability inducer	201827_at	2.83657895	2.83657895	SMARCD2
lasalocid	bacterial permeability inducer	36936_at	-2.37900825	2.37900825	TSTA3
lasalocid	bacterial permeability inducer	202784_s_at	2.32462085	2.32462085	NNT
lasalocid	bacterial permeability inducer	211783_s_at	3.0385563500000004	3.0385563500000004	MTA1
lasalocid	bacterial permeability inducer	215116_s_at	2.2130752	2.2130752	DNM1
lasalocid	bacterial permeability inducer	208634_s_at	2.1857636	2.1857636	MACF1
lasalocid	bacterial permeability inducer	202797_at	2.7579034	2.7579034	SACM1L
lasalocid	bacterial permeability inducer	200071_at	-2.7538514999999997	2.7538514999999997	SMNDC1
lasalocid	bacterial permeability inducer	201098_at	2.6855254000000004	2.6855254000000004	COPB2
lasalocid	bacterial permeability inducer	206688_s_at	2.15049585	2.15049585	CPSF4
lasalocid	bacterial permeability inducer	219968_at	2.1037791	2.1037791	ZNF589
lasalocid	bacterial permeability inducer	208847_s_at	-2.2056024	2.2056024	ADH5
lasalocid	bacterial permeability inducer	208872_s_at	-2.0577904	2.0577904	REEP5
lasalocid	bacterial permeability inducer	204000_at	2.3763712999999997	2.3763712999999997	GNB5
lasalocid	bacterial permeability inducer	202500_at	2.1382723	2.1382723	DNAJB2
lasalocid	bacterial permeability inducer	219082_at	2.5822773999999997	2.5822773999999997	AMDHD2
lasalocid	bacterial permeability inducer	217722_s_at	-3.6705744	3.6705744	NGRN
lasalocid	bacterial permeability inducer	202148_s_at	2.5796268500000004	2.5796268500000004	PYCR1
lasalocid	bacterial permeability inducer	201528_at	2.7819691	2.7819691	RPA1
lasalocid	bacterial permeability inducer	201695_s_at	-2.17503585	2.17503585	PNP
lasalocid	bacterial permeability inducer	201870_at	-2.48779795	2.48779795	TOMM34
lasalocid	bacterial permeability inducer	203302_at	-2.3465859499999997	2.3465859499999997	DCK
lasalocid	bacterial permeability inducer	202675_at	-2.0690049999999998	2.0690049999999998	SDHB
lasalocid	bacterial permeability inducer	204729_s_at	2.0985868	2.0985868	STX1A
lasalocid	bacterial permeability inducer	209608_s_at	-3.60253355	3.60253355	ACAT2
lasalocid	bacterial permeability inducer	200666_s_at	-2.5408949	2.5408949	DNAJB1
lasalocid	bacterial permeability inducer	215903_s_at	2.1517295	2.1517295	MAST2
lasalocid	bacterial permeability inducer	205161_s_at	-2.4027165	2.4027165	PEX11A
lasalocid	bacterial permeability inducer	209100_at	-2.9860272500000002	2.9860272500000002	IFRD2
lasalocid	bacterial permeability inducer	201913_s_at	-3.1706693	3.1706693	COASY
lasalocid	bacterial permeability inducer	205379_at	-3.50614155	3.50614155	CBR3
lasalocid	bacterial permeability inducer	201074_at	-2.5497278999999997	2.5497278999999997	SMARCC1
lasalocid	bacterial permeability inducer	208708_x_at	-2.7696671	2.7696671	EIF5
lasalocid	bacterial permeability inducer	203405_at	-2.41672985	2.41672985	PSMG1
lasalocid	bacterial permeability inducer	202184_s_at	2.5432870000000003	2.5432870000000003	NUP133
lasalocid	bacterial permeability inducer	203119_at	3.173517	3.173517	CCDC86
lasalocid	bacterial permeability inducer	221732_at	2.07497755	2.07497755	CANT1
lasalocid	bacterial permeability inducer	212281_s_at	-2.60227775	2.60227775	TMEM97
lasalocid	bacterial permeability inducer	218193_s_at	-2.40268395	2.40268395	GOLT1B
lasalocid	bacterial permeability inducer	208647_at	-3.4088163500000004	3.4088163500000004	FDFT1
lasalocid	bacterial permeability inducer	203218_at	2.73126545	2.73126545	MAPK9
lasalocid	bacterial permeability inducer	203208_s_at	-4.36742335	4.36742335	MTFR1
sta-5326	interleukin synthesis inhibitor	202388_at	-2.8790543	2.8790543	RGS2
sta-5326	interleukin synthesis inhibitor	201471_s_at	3.01338425	3.01338425	SQSTM1
sta-5326	interleukin synthesis inhibitor	200678_x_at	3.36759055	3.36759055	GRN
sta-5326	interleukin synthesis inhibitor	208626_s_at	4.390658999999999	4.390658999999999	VAT1
sta-5326	interleukin synthesis inhibitor	211747_s_at	-2.0017944500000002	2.0017944500000002	LSM5
sta-5326	interleukin synthesis inhibitor	218290_at	2.07842365	2.07842365	PLEKHJ1
sta-5326	interleukin synthesis inhibitor	201847_at	2.2005148500000002	2.2005148500000002	LIPA
sta-5326	interleukin synthesis inhibitor	201536_at	3.4039972	3.4039972	DUSP3
sta-5326	interleukin synthesis inhibitor	204256_at	7.9390525	7.9390525	ELOVL6
sta-5326	interleukin synthesis inhibitor	215093_at	3.7606959499999997	3.7606959499999997	NSDHL
sta-5326	interleukin synthesis inhibitor	210337_s_at	2.1619725499999998	2.1619725499999998	ACLY
sta-5326	interleukin synthesis inhibitor	208898_at	2.2758677	2.2758677	ATP6V1D
sta-5326	interleukin synthesis inhibitor	218529_at	-2.1830284	2.1830284	CD320
sta-5326	interleukin synthesis inhibitor	213702_x_at	4.3152908	4.3152908	ASAH1
sta-5326	interleukin synthesis inhibitor	204126_s_at	-2.40059575	2.40059575	CDC45
sta-5326	interleukin synthesis inhibitor	201102_s_at	2.6991568	2.6991568	PFKL
sta-5326	interleukin synthesis inhibitor	219952_s_at	2.2548006999999997	2.2548006999999997	MCOLN1
sta-5326	interleukin synthesis inhibitor	202679_at	5.28823035	5.28823035	NPC1
sta-5326	interleukin synthesis inhibitor	209608_s_at	9.264952000000001	9.264952000000001	ACAT2
sta-5326	interleukin synthesis inhibitor	209875_s_at	4.6900385	4.6900385	SPP1
sta-5326	interleukin synthesis inhibitor	212281_s_at	4.890698	4.890698	TMEM97
sta-5326	interleukin synthesis inhibitor	203360_s_at	-5.013287050000001	5.013287050000001	MYCBP
sta-5326	interleukin synthesis inhibitor	202087_s_at	3.5582260999999997	3.5582260999999997	CTSL1
sta-5326	interleukin synthesis inhibitor	208763_s_at	4.1704819	4.1704819	TSC22D3
sta-5326	interleukin synthesis inhibitor	202887_s_at	2.0211075999999997	2.0211075999999997	DDIT4
sta-5326	interleukin synthesis inhibitor	208647_at	7.314949	7.314949	FDFT1
sta-5326	interleukin synthesis inhibitor	201000_at	2.00953305	2.00953305	AARS
sta-5326	interleukin synthesis inhibitor	203665_at	3.1222626499999997	3.1222626499999997	HMOX1
sta-5326	interleukin synthesis inhibitor	202599_s_at	-2.37506335	2.37506335	NRIP1
sta-5326	interleukin synthesis inhibitor	221478_at	2.20305815	2.20305815	BNIP3L
sta-5326	interleukin synthesis inhibitor	203119_at	-2.0329951	2.0329951	CCDC86
sta-5326	interleukin synthesis inhibitor	202735_at	6.4460669	6.4460669	EBP
sta-5326	interleukin synthesis inhibitor	221750_at	4.66704585	4.66704585	HMGCS1
sta-5326	interleukin synthesis inhibitor	204748_at	2.1763538	2.1763538	PTGS2
sta-5326	interleukin synthesis inhibitor	205691_at	2.07440575	2.07440575	SYNGR3
sta-5326	interleukin synthesis inhibitor	220091_at	4.9133475	4.9133475	SLC2A6
sta-5326	interleukin synthesis inhibitor	202246_s_at	2.3578934499999997	2.3578934499999997	CDK4
sta-5326	interleukin synthesis inhibitor	218145_at	2.4322574	2.4322574	TRIB3
sta-5326	interleukin synthesis inhibitor	201626_at	8.1292615	8.1292615	INSIG1
sta-5326	interleukin synthesis inhibitor	200789_at	3.27266335	3.27266335	ECH1
sta-5326	interleukin synthesis inhibitor	218498_s_at	2.42098335	2.42098335	ERO1L
sta-5326	interleukin synthesis inhibitor	202022_at	9.9879485	9.9879485	ALDOC
sta-5326	interleukin synthesis inhibitor	208992_s_at	2.729972	2.729972	STAT3
sta-5326	interleukin synthesis inhibitor	219082_at	4.91610525	4.91610525	AMDHD2
sta-5326	interleukin synthesis inhibitor	202382_s_at	8.553263999999999	8.553263999999999	GNPDA1
sta-5326	interleukin synthesis inhibitor	201170_s_at	2.49849285	2.49849285	BHLHE40
sta-5326	interleukin synthesis inhibitor	202900_s_at	-2.7690655	2.7690655	NUP88
