compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
norfloxacin	5	10 uM	0.69	-0.0017791445494736	Cell Painting	non_spherized	all_data
norgestrel	5	10 uM	0.675	0.003389420296263	Cell Painting	non_spherized	all_data
nortriptyline	5	10 uM	0.0	0.5530147328161716	Cell Painting	non_spherized	all_data
noscapine	5	10 uM	0.679	5.931670085668195e-16	Cell Painting	non_spherized	all_data
novobiocin	5	10 uM	0.018	0.3760362393586614	Cell Painting	non_spherized	all_data
nsi-189	5	10 uM	0.679	0.000175999196049	Cell Painting	non_spherized	all_data
nutlin-3	5	10 uM	0.589	0.0306021298474933	Cell Painting	non_spherized	all_data
nvp-dpp728	5	10 uM	0.686	-0.0013440860215053	Cell Painting	non_spherized	all_data
nxy-059	5	10 uM	0.213	0.1629939730779254	Cell Painting	non_spherized	all_data
o6-benzylguanine	5	10 uM	0.659	0.0086212696587387	Cell Painting	non_spherized	all_data
odanacatib	5	10 uM	0.689	-0.0016792565385908	Cell Painting	non_spherized	all_data
ofloxacin	5	10 uM	0.621	0.0186663761508305	Cell Painting	non_spherized	all_data
oglemilast	5	10 uM	0.324	0.1095848200616729	Cell Painting	non_spherized	all_data
olaparib	4	10 uM	0.629	0.0001798422653933	Cell Painting	non_spherized	all_data
olmesartan	5	10 uM	0.681	-0.0002490724427341	Cell Painting	non_spherized	all_data
omecamtiv-mecarbil	5	10 uM	0.677	0.0017599286969723	Cell Painting	non_spherized	all_data
omeprazole	5	10 uM	0.569	0.0351327524087103	Cell Painting	non_spherized	all_data
ondansetron	5	10 uM	0.677	0.0018692286895284	Cell Painting	non_spherized	all_data
oprozomib	5	10 uM	0.0	0.5095571378166827	Cell Painting	non_spherized	all_data
orantinib	5	10 uM	0.024	0.3593306845473972	Cell Painting	non_spherized	all_data
ore1001	5	10 uM	0.202	0.1707949586035574	Cell Painting	non_spherized	all_data
org-9768	2	10 uM	0.594	-0.0157639950909096	Cell Painting	non_spherized	all_data
orlistat	5	10 uM	0.014	0.3961030834816209	Cell Painting	non_spherized	all_data
orphenadrine	5	10 uM	0.679	0.0005571159826237	Cell Painting	non_spherized	all_data
orteronel	4	10 uM	0.632	-0.001808196062465	Cell Painting	non_spherized	all_data
oseltamivir-carboxylate	5	10 uM	0.671	0.0046869491544777	Cell Painting	non_spherized	all_data
ostarine	5	10 uM	0.703	-0.0062881693782829	Cell Painting	non_spherized	all_data
otamixaban	5	10 uM	0.543	0.0438717735682143	Cell Painting	non_spherized	all_data
otilonium	5	10 uM	0.686	-0.0013440860215051	Cell Painting	non_spherized	all_data
ots167	5	10 uM	0.0	0.6200590544289791	Cell Painting	non_spherized	all_data
oxandrolone	5	10 uM	0.662	0.0073819699630711	Cell Painting	non_spherized	all_data
oxaprozin	5	10 uM	0.677	0.0016594026334424	Cell Painting	non_spherized	all_data
oxatomide	4	10 uM	0.079	0.2736777510736099	Cell Painting	non_spherized	all_data
oxfendazole	5	10 uM	0.644	0.0116520037066514	Cell Painting	non_spherized	all_data
oxiconazole	5	10 uM	0.668	0.0051085821174795	Cell Painting	non_spherized	all_data
oxiperomide	5	10 uM	0.004	0.4614520872746218	Cell Painting	non_spherized	all_data
oxybenzone	5	10 uM	0.677	0.0017649851389854	Cell Painting	non_spherized	all_data
oxybuprocaine	5	10 uM	0.675	0.0024722170640387	Cell Painting	non_spherized	all_data
oxybutynin	5	10 uM	0.158	0.2022761784319436	Cell Painting	non_spherized	all_data
oxymetazoline	5	10 uM	0.677	0.0022858535249841	Cell Painting	non_spherized	all_data
oxypurinol	5	10 uM	0.06	0.2875911112524958	Cell Painting	non_spherized	all_data
ozagrel	5	10 uM	0.518	0.0512567805619879	Cell Painting	non_spherized	all_data
pa-824	5	10 uM	0.0	0.8220422514036969	Cell Painting	non_spherized	all_data
paclitaxel	5	10 uM	0.659	0.0083531667842353	Cell Painting	non_spherized	all_data
palbociclib	5	10 uM	0.0	0.6498544969570729	Cell Painting	non_spherized	all_data
palmitoylethanolamide	5	10 uM	0.663	0.006484817800111	Cell Painting	non_spherized	all_data
palomid-529	5	10 uM	0.025	0.3558259403964323	Cell Painting	non_spherized	all_data
palonosetron	5	10 uM	0.677	0.0012222793778743	Cell Painting	non_spherized	all_data
palovarotene	5	10 uM	0.0	0.9970530520558988	Cell Painting	non_spherized	all_data
papaverine	5	10 uM	0.0	0.5656629376677209	Cell Painting	non_spherized	all_data
paracetamol	2	10 uM	0.577	-0.0042492610485278	Cell Painting	non_spherized	all_data
paroxetine	2	10 uM	0.572	0.003861475411024	Cell Painting	non_spherized	all_data
pasireotide	5	10 uM	0.0	0.4960099478711226	Cell Painting	non_spherized	all_data
pazopanib	5	10 uM	0.413	0.0798820763351767	Cell Painting	non_spherized	all_data
pazufloxacin	5	10 uM	0.684	-0.0007792211900693	Cell Painting	non_spherized	all_data
pd123319	5	10 uM	0.658	0.0086511091167143	Cell Painting	non_spherized	all_data
pd153035	5	10 uM	0.663	0.006180154982277	Cell Painting	non_spherized	all_data
pelitinib	5	10 uM	0.006	0.4185435113431172	Cell Painting	non_spherized	all_data
pemirolast	5	10 uM	0.183	0.183819362239884	Cell Painting	non_spherized	all_data
penfluridol	5	10 uM	0.547	0.0424106947671711	Cell Painting	non_spherized	all_data
penicillin-v-potassium	2	10 uM	0.523	0.0406456484819071	Cell Painting	non_spherized	all_data
pentamidine	5	10 uM	0.0	0.9718193799500302	Cell Painting	non_spherized	all_data
pentoxifylline	5	10 uM	0.677	0.0016497743131695	Cell Painting	non_spherized	all_data
perhexiline	5	10 uM	0.686	-0.001266648120845	Cell Painting	non_spherized	all_data
pf-02545920	5	10 uM	0.677	0.0021310990400761	Cell Painting	non_spherized	all_data
pf-03084014	5	10 uM	0.623	0.0179927473711738	Cell Painting	non_spherized	all_data
pf-03758309	5	10 uM	0.2	0.1721829523195875	Cell Painting	non_spherized	all_data
pf-03814735	5	10 uM	0.622	0.018470576455167	Cell Painting	non_spherized	all_data
pf-04136309	5	10 uM	0.677	0.0020941123943844	Cell Painting	non_spherized	all_data
pf-04447943	5	10 uM	0.71	-0.0118395777012571	Cell Painting	non_spherized	all_data
pf-04457845	5	10 uM	0.0	0.7168251426371719	Cell Painting	non_spherized	all_data
pf-04620110	5	10 uM	0.371	0.0955814725457183	Cell Painting	non_spherized	all_data
pf-04691502	5	10 uM	0.46	0.0638350113320608	Cell Painting	non_spherized	all_data
ph-797804	5	10 uM	0.61	0.0221956065222482	Cell Painting	non_spherized	all_data
pha-848125	5	10 uM	0.569	0.0352851242311391	Cell Painting	non_spherized	all_data
phenazone	5	10 uM	0.677	0.0015380230135244	Cell Painting	non_spherized	all_data
phenformin	5	10 uM	0.0	0.483110113443574	Cell Painting	non_spherized	all_data
phensuximide	5	10 uM	0.686	-0.001339554618345	Cell Painting	non_spherized	all_data
phentermine	5	10 uM	0.0	0.4933894222989137	Cell Painting	non_spherized	all_data
phentolamine	5	10 uM	0.677	0.0010461109511757	Cell Painting	non_spherized	all_data
phenylacetylglutamine	5	10 uM	0.677	0.001992606972661	Cell Painting	non_spherized	all_data
phenylbutazone	5	10 uM	0.678	0.0007947624856396	Cell Painting	non_spherized	all_data
phenylbutyrate	5	10 uM	0.685	-0.0009043639495929	Cell Painting	non_spherized	all_data
phenylephrine	5	10 uM	0.677	0.0013440860215054	Cell Painting	non_spherized	all_data
phenytoin	5	10 uM	0.651	0.0102416175534728	Cell Painting	non_spherized	all_data
physostigmine	5	10 uM	0.651	0.0101730508332069	Cell Painting	non_spherized	all_data
pibenzimol	5	10 uM	0.0	0.5698280315661158	Cell Painting	non_spherized	all_data
piclamilast	5	10 uM	0.686	-0.0013422556608962	Cell Painting	non_spherized	all_data
picolinic-acid	4	10 uM	0.412	0.0652168905891327	Cell Painting	non_spherized	all_data
picotamide	5	10 uM	0.65	0.0103164453173435	Cell Painting	non_spherized	all_data
piketoprofen	5	10 uM	0.527	0.0471009058389763	Cell Painting	non_spherized	all_data
pilaralisib	5	10 uM	0.366	0.0962580138624428	Cell Painting	non_spherized	all_data
pilocarpine	5	10 uM	0.623	0.01822574076801	Cell Painting	non_spherized	all_data
pimavanserin	5	10 uM	0.009	0.4066679195768461	Cell Painting	non_spherized	all_data
pimecrolimus	5	10 uM	0.663	0.006230355745402	Cell Painting	non_spherized	all_data
pimobendan	5	10 uM	0.0	0.9654408737987809	Cell Painting	non_spherized	all_data
pimozide	4	10 uM	0.594	0.0095319247146417	Cell Painting	non_spherized	all_data
pinacidil	2	10 uM	0.574	0.0025567995353806	Cell Painting	non_spherized	all_data
pinaverium	5	10 uM	0.2	0.1721883801435488	Cell Painting	non_spherized	all_data
pinitol	5	10 uM	0.623	0.0182299638955753	Cell Painting	non_spherized	all_data
pioglitazone	5	10 uM	0.0	0.5268874054824197	Cell Painting	non_spherized	all_data
piperidolate	5	10 uM	0.606	0.0229255129861063	Cell Painting	non_spherized	all_data
pirenoxine	5	10 uM	0.662	0.0076246142761775	Cell Painting	non_spherized	all_data
pirenzepine	5	10 uM	0.677	0.0013245807682537	Cell Painting	non_spherized	all_data
pirfenidone	5	10 uM	0.679	-1.0226913315306311e-05	Cell Painting	non_spherized	all_data
piribedil	5	10 uM	0.702	-0.0055667049331344	Cell Painting	non_spherized	all_data
piroxicam	5	10 uM	0.518	0.0513164570027529	Cell Painting	non_spherized	all_data
pitavastatin	5	10 uM	0.405	0.0836872229366351	Cell Painting	non_spherized	all_data
pki-179	5	10 uM	0.53	0.0458065567946311	Cell Painting	non_spherized	all_data
podophyllotoxin	5	10 uM	0.0	0.9072243621217856	Cell Painting	non_spherized	all_data
pomalidomide	5	10 uM	0.279	0.1289055114795127	Cell Painting	non_spherized	all_data
pramipexole	5	10 uM	0.663	0.0064316062885298	Cell Painting	non_spherized	all_data
pranlukast	5	10 uM	0.686	-0.0011078377293227	Cell Painting	non_spherized	all_data
pravastatin	5	10 uM	0.69	-0.0020023725369506	Cell Painting	non_spherized	all_data
prazosin	5	10 uM	0.701	-0.0053579433003562	Cell Painting	non_spherized	all_data
prednisone	5	10 uM	0.23	0.1526523681434575	Cell Painting	non_spherized	all_data
preladenant	5	10 uM	0.569	0.0349157932123601	Cell Painting	non_spherized	all_data
primaquine	5	10 uM	0.0	0.5697163278824673	Cell Painting	non_spherized	all_data
primidone	5	10 uM	0.679	0.0005686285568259	Cell Painting	non_spherized	all_data
pritelivir	5	10 uM	0.571	0.0342129438950956	Cell Painting	non_spherized	all_data
probenecid	5	10 uM	0.677	0.000837454646809	Cell Painting	non_spherized	all_data
probucol	5	10 uM	0.679	4.8409313874413565e-05	Cell Painting	non_spherized	all_data
procainamide	5	10 uM	0.158	0.2009671869895462	Cell Painting	non_spherized	all_data
prochlorperazine	5	10 uM	0.684	-0.0006255843529786	Cell Painting	non_spherized	all_data
progesterone	5	10 uM	0.555	0.0397560752776762	Cell Painting	non_spherized	all_data
proglumide	5	10 uM	0.679	9.000256026947106e-05	Cell Painting	non_spherized	all_data
proguanil	5	10 uM	0.335	0.1068538411796858	Cell Painting	non_spherized	all_data
propafenone	5	10 uM	0.652	0.0096048314647803	Cell Painting	non_spherized	all_data
propentofylline	5	10 uM	0.677	0.0016097728289526	Cell Painting	non_spherized	all_data
propranolol	5	10 uM	0.618	0.0200888989502814	Cell Painting	non_spherized	all_data
protirelin	5	10 uM	0.0	0.604473781158557	Cell Painting	non_spherized	all_data
protriptyline	2	10 uM	0.574	0.002267637344752	Cell Painting	non_spherized	all_data
prx-08066	5	10 uM	0.0	0.682066760007705	Cell Painting	non_spherized	all_data
psi-6130	5	10 uM	0.0	0.6155335557311592	Cell Painting	non_spherized	all_data
pterostilbene	5	10 uM	0.686	-0.0013365632122509	Cell Painting	non_spherized	all_data
pyrazinamide	5	10 uM	0.561	0.0381125761054218	Cell Painting	non_spherized	all_data
pyrazinoylguanidine	5	10 uM	0.601	0.0255703001950647	Cell Painting	non_spherized	all_data
quercetin	5	10 uM	0.048	0.3045540618907399	Cell Painting	non_spherized	all_data
quetiapine	5	10 uM	0.0	0.7855681576313644	Cell Painting	non_spherized	all_data
quiflapon	5	10 uM	0.677	0.002169113729231	Cell Painting	non_spherized	all_data
quinapril	5	10 uM	0.381	0.0916972239383994	Cell Painting	non_spherized	all_data
quinidine	10	10 uM	0.005	0.3080713379743588	Cell Painting	non_spherized	all_data
quizartinib	5	10 uM	0.0	0.6877742043247626	Cell Painting	non_spherized	all_data
r-428	5	10 uM	0.677	0.0013238237013573	Cell Painting	non_spherized	all_data
r547	5	10 uM	0.0	0.6283973462119383	Cell Painting	non_spherized	all_data
rabeprazole	5	10 uM	0.431	0.0752418231127809	Cell Painting	non_spherized	all_data
racecadotril	5	10 uM	0.679	1.3594186382618776e-05	Cell Painting	non_spherized	all_data
raclopride	5	10 uM	0.147	0.2068142196081366	Cell Painting	non_spherized	all_data
radezolid	5	10 uM	0.089	0.2615739919057147	Cell Painting	non_spherized	all_data
raf265	5	10 uM	0.677	0.0016643878548056	Cell Painting	non_spherized	all_data
raloxifene	5	10 uM	0.0	0.6827449429288561	Cell Painting	non_spherized	all_data
raltegravir	4	10 uM	0.069	0.2898431366378724	Cell Painting	non_spherized	all_data
ramatroban	5	10 uM	0.677	0.0012926353164997	Cell Painting	non_spherized	all_data
ramelteon	5	10 uM	0.027	0.3492388879731706	Cell Painting	non_spherized	all_data
ramipril	5	10 uM	0.682	-0.0002968539132402	Cell Painting	non_spherized	all_data
ranitidine	5	10 uM	0.685	-0.0009695062425104	Cell Painting	non_spherized	all_data
ranolazine	5	10 uM	0.627	0.0173018393276083	Cell Painting	non_spherized	all_data
rasagiline	5	10 uM	0.682	-0.0003494585721779	Cell Painting	non_spherized	all_data
rebamipide	5	10 uM	0.004	0.4618154288425175	Cell Painting	non_spherized	all_data
reboxetine	2	10 uM	0.574	0.0018585776119123	Cell Painting	non_spherized	all_data
refametinib	5	10 uM	0.0	0.9643609465308004	Cell Painting	non_spherized	all_data
regadenoson	5	10 uM	0.677	0.0018347124247828	Cell Painting	non_spherized	all_data
regorafenib	5	10 uM	0.0	0.5413619855098781	Cell Painting	non_spherized	all_data
relcovaptan	5	10 uM	0.0	0.5903788801052734	Cell Painting	non_spherized	all_data
repaglinide	5	10 uM	0.206	0.1681751127708951	Cell Painting	non_spherized	all_data
reparixin	5	10 uM	0.668	0.0051269984051015	Cell Painting	non_spherized	all_data
resatorvid	5	10 uM	0.659	0.0083517565524477	Cell Painting	non_spherized	all_data
reserpine	5	10 uM	0.065	0.2821672743760567	Cell Painting	non_spherized	all_data
resiquimod	5	10 uM	0.677	0.00203703018034	Cell Painting	non_spherized	all_data
resminostat	5	10 uM	0.43	0.0753472361526379	Cell Painting	non_spherized	all_data
resveratrol	5	10 uM	0.0	0.5913974241133979	Cell Painting	non_spherized	all_data
retapamulin	5	10 uM	0.004	0.4443543736200809	Cell Painting	non_spherized	all_data
retigabine	5	10 uM	0.69	-0.001806359132334	Cell Painting	non_spherized	all_data
rg-7388	5	10 uM	0.0	0.7922090527651563	Cell Painting	non_spherized	all_data
rg2833	4	10 uM	0.003	0.4932094457213805	Cell Painting	non_spherized	all_data
rg4733	5	10 uM	0.686	-0.0012377477730647	Cell Painting	non_spherized	all_data
ribavirin	5	10 uM	0.673	0.0038502035919668	Cell Painting	non_spherized	all_data
rifabutin	5	10 uM	0.681	-0.0002326386321386	Cell Painting	non_spherized	all_data
rifaximin	5	10 uM	0.08	0.2702765385650032	Cell Painting	non_spherized	all_data
rilmenidine	5	10 uM	0.396	0.0863028720200888	Cell Painting	non_spherized	all_data
rilpivirine	5	10 uM	0.0	0.682230454656392	Cell Painting	non_spherized	all_data
rimantadine	5	10 uM	0.677	0.0013806394427214	Cell Painting	non_spherized	all_data
rimcazole	5	10 uM	0.035	0.3201010229115524	Cell Painting	non_spherized	all_data
rimexolone	5	10 uM	0.61	0.0221204550749871	Cell Painting	non_spherized	all_data
rimonabant	5	10 uM	0.439	0.0700083495053074	Cell Painting	non_spherized	all_data
riociguat	5	10 uM	0.098	0.2420404122998221	Cell Painting	non_spherized	all_data
ripasudil	5	10 uM	0.169	0.192125187361573	Cell Painting	non_spherized	all_data
risperidone	5	10 uM	0.0	0.583226336630928	Cell Painting	non_spherized	all_data
ritodrine	5	10 uM	0.308	0.1160484294196209	Cell Painting	non_spherized	all_data
rivaroxaban	5	10 uM	0.024	0.36019961509308	Cell Painting	non_spherized	all_data
rizatriptan	5	10 uM	0.118	0.2214098113331252	Cell Painting	non_spherized	all_data
ro-4987655	5	10 uM	0.006	0.4213865893547573	Cell Painting	non_spherized	all_data
rociletinib	5	10 uM	0.0	0.6718027112660111	Cell Painting	non_spherized	all_data
rocuronium	5	10 uM	0.699	-0.0048140415261708	Cell Painting	non_spherized	all_data
roflumilast	4	10 uM	0.635	-0.0026085146927383	Cell Painting	non_spherized	all_data
rolipram	5	10 uM	0.003	0.467328780318791	Cell Painting	non_spherized	all_data
romidepsin	5	10 uM	0.0	0.5196680126143434	Cell Painting	non_spherized	all_data
ropinirole	5	10 uM	0.587	0.0312887639871686	Cell Painting	non_spherized	all_data
roquinimex	4	10 uM	0.1	0.2515595313122323	Cell Painting	non_spherized	all_data
roscovitine	5	10 uM	0.675	0.0026203450828713	Cell Painting	non_spherized	all_data
rosiglitazone	5	10 uM	0.0	0.5167097261219311	Cell Painting	non_spherized	all_data
rosuvastatin	5	10 uM	0.673	0.004344091454953	Cell Painting	non_spherized	all_data
rotigotine	5	10 uM	0.686	-0.0013743776198225	Cell Painting	non_spherized	all_data
rottlerin	4	10 uM	0.022	0.3898747198541554	Cell Painting	non_spherized	all_data
rotundine	5	10 uM	0.599	0.0273849221787978	Cell Painting	non_spherized	all_data
roxithromycin	5	10 uM	0.686	-0.0013440860214979	Cell Painting	non_spherized	all_data
rs-127445	5	10 uM	0.673	0.0045346168300095	Cell Painting	non_spherized	all_data
ru-58841	5	10 uM	0.687	-0.0015477967795252	Cell Painting	non_spherized	all_data
rucinol	5	10 uM	0.203	0.1698004572042497	Cell Painting	non_spherized	all_data
rupatadine	5	10 uM	0.677	0.0020510179770293	Cell Painting	non_spherized	all_data
rutin	5	10 uM	0.035	0.3198065126046166	Cell Painting	non_spherized	all_data
s18986	4	10 uM	0.449	0.0537740721134648	Cell Painting	non_spherized	all_data
safinamide	5	10 uM	0.567	0.0359359136949094	Cell Painting	non_spherized	all_data
salvinorin-a	5	10 uM	0.206	0.1676185851500015	Cell Painting	non_spherized	all_data
saquinavir	5	10 uM	0.0	0.5200615145345668	Cell Painting	non_spherized	all_data
saracatinib	5	10 uM	0.639	0.0133020971236935	Cell Painting	non_spherized	all_data
sarcosine	5	10 uM	0.684	-0.0005142009603058	Cell Painting	non_spherized	all_data
sasapyrine	5	10 uM	0.663	0.006735119241161	Cell Painting	non_spherized	all_data
saxagliptin	5	10 uM	0.686	-0.0013439682706665	Cell Painting	non_spherized	all_data
sb-683698	5	10 uM	0.014	0.3957087714866005	Cell Painting	non_spherized	all_data
sb-705498	5	10 uM	0.009	0.4076727586587848	Cell Painting	non_spherized	all_data
sb-743921	5	10 uM	0.522	0.0502007650043985	Cell Painting	non_spherized	all_data
sb-756050	5	10 uM	0.089	0.2599959466485788	Cell Painting	non_spherized	all_data
sb-939	5	10 uM	0.0	0.72001990579883	Cell Painting	non_spherized	all_data
sc-12267	5	10 uM	0.679	0.0001597399702983	Cell Painting	non_spherized	all_data
scopolamine	5	10 uM	0.675	0.0023329514091778	Cell Painting	non_spherized	all_data
sdz-nkt-343	5	10 uM	0.0	0.5792460447974749	Cell Painting	non_spherized	all_data
secnidazole	5	10 uM	0.686	-0.0013440860215054	Cell Painting	non_spherized	all_data
selamectin	5	10 uM	0.0	0.5251655534227442	Cell Painting	non_spherized	all_data
selegiline	5	10 uM	0.707	-0.0093226120138393	Cell Painting	non_spherized	all_data
selumetinib	5	10 uM	0.0	0.4934829921559447	Cell Painting	non_spherized	all_data
semagacestat	5	10 uM	0.693	-0.0034158498067474	Cell Painting	non_spherized	all_data
semaxanib	5	10 uM	0.657	0.0090713888004568	Cell Painting	non_spherized	all_data
senicapoc	5	10 uM	0.684	-0.000802429825935	Cell Painting	non_spherized	all_data
seocalcitol	5	10 uM	0.677	0.0014233403892206	Cell Painting	non_spherized	all_data
