compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
lorcaserin	5	3.33 uM	0.12	0.0248378450155185	Cell Painting	spherized	all_data
lorglumide	5	3.33 uM	0.903	-0.0172756584478577	Cell Painting	spherized	all_data
losmapimod	5	3.33 uM	0.0	0.0731175718258445	Cell Painting	spherized	all_data
loxoprofen	2	3.33 uM	0.029	0.0978504664236002	Cell Painting	spherized	all_data
lucitanib	5	3.33 uM	0.0	0.1950496952754595	Cell Painting	spherized	all_data
luliconazole	5	3.33 uM	0.0	0.0730437533867713	Cell Painting	spherized	all_data
lupanine	5	3.33 uM	0.007	0.0539369058563125	Cell Painting	spherized	all_data
lx1031	5	3.33 uM	0.0	0.0701856540784635	Cell Painting	spherized	all_data
ly2228820	5	3.33 uM	0.0	0.1942502195947478	Cell Painting	spherized	all_data
ly2334737	5	3.33 uM	0.002	0.0629441631285705	Cell Painting	spherized	all_data
ly2784544	5	3.33 uM	0.0	0.7988119428273646	Cell Painting	spherized	all_data
ly2811376	5	3.33 uM	0.147	0.0227559876298745	Cell Painting	spherized	all_data
ly2874455	5	3.33 uM	0.0	0.7413407417695008	Cell Painting	spherized	all_data
ly2886721	5	3.33 uM	0.0	0.1081242454080056	Cell Painting	spherized	all_data
manumycin-a	5	3.33 uM	0.0	0.079025756464445	Cell Painting	spherized	all_data
maprotiline	5	3.33 uM	0.0	0.0925733808135383	Cell Painting	spherized	all_data
maraviroc	5	3.33 uM	0.0	0.2001956261542556	Cell Painting	spherized	all_data
maribavir	5	3.33 uM	0.0	0.0970476672954638	Cell Painting	spherized	all_data
marimastat	5	3.33 uM	0.0	0.0818832437228174	Cell Painting	spherized	all_data
masitinib	5	3.33 uM	0.0	0.0908667083843203	Cell Painting	spherized	all_data
masoprocol	5	3.33 uM	0.0	0.1498913407830075	Cell Painting	spherized	all_data
maxacalcitol	5	3.33 uM	0.0	0.1029245239939566	Cell Painting	spherized	all_data
mazindol	5	3.33 uM	0.258	0.0156798284444148	Cell Painting	spherized	all_data
mbx-2982	5	3.33 uM	0.0	0.1094496235673815	Cell Painting	spherized	all_data
mcpp	5	3.33 uM	0.039	0.0336884192926493	Cell Painting	spherized	all_data
mebendazole	5	3.33 uM	0.0	0.5719693658167166	Cell Painting	spherized	all_data
mecamylamine	5	3.33 uM	0.0	0.1246112427818481	Cell Painting	spherized	all_data
meclozine	5	3.33 uM	0.002	0.0643005761393497	Cell Painting	spherized	all_data
medrysone	5	3.33 uM	0.0	0.6178372149683324	Cell Painting	spherized	all_data
meglitinide	5	3.33 uM	0.011	0.0455622131947327	Cell Painting	spherized	all_data
meisoindigo	5	3.33 uM	0.0	0.2416785228049295	Cell Painting	spherized	all_data
mek162	5	3.33 uM	0.0	0.4612786874590068	Cell Painting	spherized	all_data
melatonin	5	3.33 uM	0.039	0.0340217373352487	Cell Painting	spherized	all_data
meloxicam	5	3.33 uM	0.005	0.0589517801590151	Cell Painting	spherized	all_data
melperone	5	3.33 uM	0.012	0.0447256155527277	Cell Painting	spherized	all_data
menadione	5	3.33 uM	0.0	0.3226290565489488	Cell Painting	spherized	all_data
mepacrine	5	3.33 uM	0.0	0.130512225040825	Cell Painting	spherized	all_data
mepazine	5	3.33 uM	0.002	0.0634429666869975	Cell Painting	spherized	all_data
mephentermine	5	3.33 uM	0.011	0.0485113251471258	Cell Painting	spherized	all_data
mepyramine	5	3.33 uM	0.001	0.0677593284790326	Cell Painting	spherized	all_data
merbarone	5	3.33 uM	0.0	0.087630751797353	Cell Painting	spherized	all_data
mericitabine	5	3.33 uM	0.0	0.1040346614693959	Cell Painting	spherized	all_data
merimepodib	5	3.33 uM	0.0	0.5643258791854253	Cell Painting	spherized	all_data
mestranol	5	3.33 uM	0.0	0.0766040989006728	Cell Painting	spherized	all_data
mesulergine	5	3.33 uM	0.421	0.0082200324754649	Cell Painting	spherized	all_data
metamizole	5	3.33 uM	0.018	0.0409120810439797	Cell Painting	spherized	all_data
metenkephalin	5	3.33 uM	0.257	0.0158308452211333	Cell Painting	spherized	all_data
metergoline	5	3.33 uM	0.0	0.201353114794429	Cell Painting	spherized	all_data
methazolamide	5	3.33 uM	0.0	0.1388204796989829	Cell Painting	spherized	all_data
methimazole	5	3.33 uM	0.004	0.0607379309973564	Cell Painting	spherized	all_data
methiopril	5	3.33 uM	0.588	0.0012646960783082	Cell Painting	spherized	all_data
methocarbamol	5	3.33 uM	0.012	0.0446278064949859	Cell Painting	spherized	all_data
methoxsalen	5	3.33 uM	0.054	0.0305262282309638	Cell Painting	spherized	all_data
methyldopa	5	3.33 uM	0.0	0.1139126490742101	Cell Painting	spherized	all_data
methylnaltrexone	5	3.33 uM	0.0	0.1727010991278758	Cell Painting	spherized	all_data
methylprednisolone	5	3.33 uM	0.0	0.4559493200836159	Cell Painting	spherized	all_data
metixene	5	3.33 uM	0.0	0.0918806005709224	Cell Painting	spherized	all_data
metoclopramide	5	3.33 uM	0.711	-0.0039559776905118	Cell Painting	spherized	all_data
metolazone	5	3.33 uM	0.0	0.0720709659806019	Cell Painting	spherized	all_data
mf-101	5	3.33 uM	0.005	0.0570592105031298	Cell Painting	spherized	all_data
mianserin	5	3.33 uM	0.228	0.0174860483851309	Cell Painting	spherized	all_data
mibampator	2	3.33 uM	0.039	0.0900504623634255	Cell Painting	spherized	all_data
mibefradil	5	3.33 uM	0.005	0.059677110423395	Cell Painting	spherized	all_data
miconazole	5	3.33 uM	0.0	0.1572606388251935	Cell Painting	spherized	all_data
midodrine	5	3.33 uM	0.119	0.0253076626400017	Cell Painting	spherized	all_data
midostaurin	5	3.33 uM	0.0	0.730543338592099	Cell Painting	spherized	all_data
mifobate	5	3.33 uM	0.048	0.0321663325034539	Cell Painting	spherized	all_data
miglitol	5	3.33 uM	0.018	0.0409115069493921	Cell Painting	spherized	all_data
milacemide	5	3.33 uM	0.035	0.0353427129040508	Cell Painting	spherized	all_data
milnacipran	5	3.33 uM	0.001	0.0676384734666018	Cell Painting	spherized	all_data
milrinone	5	3.33 uM	0.0	0.1160871810200788	Cell Painting	spherized	all_data
minaprine	4	3.33 uM	0.241	0.0204285328827792	Cell Painting	spherized	all_data
minoxidil	5	3.33 uM	0.0	0.2809233657975642	Cell Painting	spherized	all_data
mirodenafil	5	3.33 uM	0.0	0.1164458212098479	Cell Painting	spherized	all_data
mirtazapine	5	3.33 uM	0.021	0.0387693898080884	Cell Painting	spherized	all_data
mitomycin-c	5	3.33 uM	0.0	0.7811212683420166	Cell Painting	spherized	all_data
mk-0752	5	3.33 uM	0.0	0.1098939301909145	Cell Painting	spherized	all_data
mk-0773	2	3.33 uM	0.421	0.0122177748729363	Cell Painting	spherized	all_data
mk-0812	5	3.33 uM	0.0	0.0961834641986941	Cell Painting	spherized	all_data
mk-0893	5	3.33 uM	0.0	0.1721949254427809	Cell Painting	spherized	all_data
mk-2461	5	3.33 uM	0.0	0.2201521550745651	Cell Painting	spherized	all_data
mk-3207	5	3.33 uM	0.0	0.105972457833109	Cell Painting	spherized	all_data
mk-8033	5	3.33 uM	0.0	0.0772218782124969	Cell Painting	spherized	all_data
mk-8245	5	3.33 uM	0.0	0.1041519071364557	Cell Painting	spherized	all_data
mln0128	5	3.33 uM	0.0	0.4831203685109242	Cell Painting	spherized	all_data
mln2480	2	3.33 uM	0.377	0.0164460919314563	Cell Painting	spherized	all_data
mln9708	5	3.33 uM	0.0	0.6842503860154947	Cell Painting	spherized	all_data
moclobemide	5	3.33 uM	0.07	0.0292261994982371	Cell Painting	spherized	all_data
moxidectin	5	3.33 uM	0.0	0.273003560711973	Cell Painting	spherized	all_data
moxifloxacin	5	3.33 uM	0.0	0.0721830459670241	Cell Painting	spherized	all_data
moxisylyte	5	3.33 uM	0.0	0.0714668767428081	Cell Painting	spherized	all_data
mozavaptan	5	3.33 uM	0.0	0.1184304914985338	Cell Painting	spherized	all_data
mycophenolic-acid	5	3.33 uM	0.0	0.7058604253193448	Cell Painting	spherized	all_data
nafamostat	5	3.33 uM	0.181	0.0201343097034148	Cell Painting	spherized	all_data
naftopidil	4	3.33 uM	0.002	0.0814252848310018	Cell Painting	spherized	all_data
nalbuphine	5	3.33 uM	0.033	0.0355443962524884	Cell Painting	spherized	all_data
naphazoline	5	3.33 uM	0.011	0.0480761044251892	Cell Painting	spherized	all_data
naproxen	5	3.33 uM	0.0	0.0962032128553877	Cell Painting	spherized	all_data
naringenin	5	3.33 uM	0.005	0.056565989717801	Cell Painting	spherized	all_data
narlaprevir	5	3.33 uM	0.0	0.0975150649279403	Cell Painting	spherized	all_data
nebivolol	5	3.33 uM	0.132	0.024033923820944	Cell Painting	spherized	all_data
nefiracetam	5	3.33 uM	0.049	0.0317178027406259	Cell Painting	spherized	all_data
nefopam	5	3.33 uM	0.005	0.057644106917197	Cell Painting	spherized	all_data
nelarabine	5	3.33 uM	0.0	0.1880254531027805	Cell Painting	spherized	all_data
neratinib	5	3.33 uM	0.0	0.388603193801626	Cell Painting	spherized	all_data
netupitant	5	3.33 uM	0.0	0.366878947790808	Cell Painting	spherized	all_data
niacin	5	3.33 uM	0.0	0.0744939170154664	Cell Painting	spherized	all_data
nicaraven	5	3.33 uM	0.001	0.0676956832323055	Cell Painting	spherized	all_data
nicardipine	5	3.33 uM	0.0	0.0878514375732465	Cell Painting	spherized	all_data
nicergoline	5	3.33 uM	0.002	0.0646786317023743	Cell Painting	spherized	all_data
nicotinamide	5	3.33 uM	0.185	0.0198256379121761	Cell Painting	spherized	all_data
nicotine	5	3.33 uM	0.573	0.0018531459032408	Cell Painting	spherized	all_data
niguldipine	5	3.33 uM	0.0	0.3550328624621837	Cell Painting	spherized	all_data
nikethamide	5	3.33 uM	0.049	0.0318905439337742	Cell Painting	spherized	all_data
nilotinib	5	3.33 uM	0.0	0.2879245116366568	Cell Painting	spherized	all_data
nimesulide	5	3.33 uM	0.278	0.0148848288468699	Cell Painting	spherized	all_data
nimodipine	5	3.33 uM	0.003	0.0619505325474116	Cell Painting	spherized	all_data
nintedanib	5	3.33 uM	0.0	0.2289577538767774	Cell Painting	spherized	all_data
nisoxetine	5	3.33 uM	0.028	0.036763467587942	Cell Painting	spherized	all_data
nitrendipine	5	3.33 uM	0.018	0.0409191582807853	Cell Painting	spherized	all_data
nizofenone	5	3.33 uM	0.0	0.0712189290231815	Cell Painting	spherized	all_data
nms-1286937	5	3.33 uM	0.0	0.7238184807946816	Cell Painting	spherized	all_data
norethindrone	5	3.33 uM	0.0	0.2192276047963788	Cell Painting	spherized	all_data
norethisterone	5	3.33 uM	0.0	0.1294057887457137	Cell Painting	spherized	all_data
norfloxacin	5	3.33 uM	0.007	0.051524048551208	Cell Painting	spherized	all_data
norgestrel	5	3.33 uM	0.0	0.2007383555751372	Cell Painting	spherized	all_data
nortriptyline	5	3.33 uM	0.0	0.4318452047623019	Cell Painting	spherized	all_data
noscapine	5	3.33 uM	0.007	0.0529698502141682	Cell Painting	spherized	all_data
novobiocin	5	3.33 uM	0.098	0.0268042999682223	Cell Painting	spherized	all_data
nsi-189	5	3.33 uM	0.258	0.0156642560858153	Cell Painting	spherized	all_data
nvp-dpp728	5	3.33 uM	0.052	0.0306786361543772	Cell Painting	spherized	all_data
nxy-059	5	3.33 uM	0.004	0.0603507065201297	Cell Painting	spherized	all_data
o6-benzylguanine	5	3.33 uM	0.012	0.0448875273703564	Cell Painting	spherized	all_data
odanacatib	5	3.33 uM	0.0	0.0998815126674551	Cell Painting	spherized	all_data
ofloxacin	5	3.33 uM	0.0	0.1005791070187006	Cell Painting	spherized	all_data
oglemilast	5	3.33 uM	0.0	0.317580309603007	Cell Painting	spherized	all_data
olaparib	4	3.33 uM	0.0	0.16124423891132	Cell Painting	spherized	all_data
olmesartan	5	3.33 uM	0.0	0.0766844973892428	Cell Painting	spherized	all_data
omecamtiv-mecarbil	5	3.33 uM	0.01	0.0493118082254449	Cell Painting	spherized	all_data
omeprazole	5	3.33 uM	0.0	0.0917691072474451	Cell Painting	spherized	all_data
ondansetron	5	3.33 uM	0.005	0.0563651963585733	Cell Painting	spherized	all_data
oprozomib	5	3.33 uM	0.0	0.7188031537994127	Cell Painting	spherized	all_data
ore1001	5	3.33 uM	0.007	0.0514751075516229	Cell Painting	spherized	all_data
org-9768	2	3.33 uM	0.813	-0.0319435921995162	Cell Painting	spherized	all_data
orlistat	5	3.33 uM	0.0	0.3842955281221731	Cell Painting	spherized	all_data
orphenadrine	5	3.33 uM	0.302	0.0135850664038337	Cell Painting	spherized	all_data
orteronel	4	3.33 uM	0.467	0.00687529821235	Cell Painting	spherized	all_data
oseltamivir-carboxylate	5	3.33 uM	0.076	0.0286162255237338	Cell Painting	spherized	all_data
ostarine	5	3.33 uM	0.0	0.1392580273681579	Cell Painting	spherized	all_data
otamixaban	5	3.33 uM	0.007	0.0507477731221691	Cell Painting	spherized	all_data
otilonium	5	3.33 uM	0.007	0.0516781253319139	Cell Painting	spherized	all_data
ots167	5	3.33 uM	0.0	0.7991699993479247	Cell Painting	spherized	all_data
oxandrolone	5	3.33 uM	0.0	0.1596687707200658	Cell Painting	spherized	all_data
oxaprozin	5	3.33 uM	0.0	0.0728405964866124	Cell Painting	spherized	all_data
oxatomide	4	3.33 uM	0.051	0.040572189562438	Cell Painting	spherized	all_data
oxfendazole	5	3.33 uM	0.0	0.0926143304301252	Cell Painting	spherized	all_data
oxiconazole	5	3.33 uM	0.0	0.1544911257965812	Cell Painting	spherized	all_data
oxiperomide	5	3.33 uM	0.005	0.0550896556391098	Cell Painting	spherized	all_data
oxybenzone	5	3.33 uM	0.016	0.0415445636198154	Cell Painting	spherized	all_data
oxybuprocaine	5	3.33 uM	0.012	0.0443554971868194	Cell Painting	spherized	all_data
oxybutynin	5	3.33 uM	0.008	0.0498081697620155	Cell Painting	spherized	all_data
oxymetazoline	5	3.33 uM	0.0	0.0990308515450954	Cell Painting	spherized	all_data
oxypurinol	5	3.33 uM	0.011	0.0476135023874143	Cell Painting	spherized	all_data
ozagrel	5	3.33 uM	0.0	0.0704834442099469	Cell Painting	spherized	all_data
pa-824	5	3.33 uM	0.0	0.1661854237523721	Cell Painting	spherized	all_data
paclitaxel	5	3.33 uM	0.0	0.6356956213226223	Cell Painting	spherized	all_data
palmitoylethanolamide	5	3.33 uM	0.0	0.1429702038801437	Cell Painting	spherized	all_data
palomid-529	5	3.33 uM	0.0	0.0765461653649952	Cell Painting	spherized	all_data
palonosetron	5	3.33 uM	0.028	0.0369592592556443	Cell Painting	spherized	all_data
palovarotene	5	3.33 uM	0.0	0.2850988361582551	Cell Painting	spherized	all_data
paracetamol	2	3.33 uM	0.856	-0.0387202828770074	Cell Painting	spherized	all_data
paroxetine	2	3.33 uM	0.522	0.0017564358888414	Cell Painting	spherized	all_data
pasireotide	5	3.33 uM	0.004	0.0607039890490317	Cell Painting	spherized	all_data
pazopanib	5	3.33 uM	0.0	0.4152530975323192	Cell Painting	spherized	all_data
pazufloxacin	5	3.33 uM	0.007	0.0512512816669936	Cell Painting	spherized	all_data
pd123319	5	3.33 uM	0.051	0.0312733716892413	Cell Painting	spherized	all_data
pd153035	5	3.33 uM	0.0	0.2216625288789735	Cell Painting	spherized	all_data
pelitinib	5	3.33 uM	0.0	0.5816350996318923	Cell Painting	spherized	all_data
pemirolast	5	3.33 uM	0.443	0.0072255986326602	Cell Painting	spherized	all_data
pentamidine	5	3.33 uM	0.0	0.6004538123090858	Cell Painting	spherized	all_data
pentoxifylline	5	3.33 uM	0.0	0.1225832503364393	Cell Painting	spherized	all_data
perhexiline	5	3.33 uM	0.0	0.1508702360814925	Cell Painting	spherized	all_data
pf-02545920	5	3.33 uM	0.0	0.3197241542569544	Cell Painting	spherized	all_data
pf-03758309	5	3.33 uM	0.0	0.6055082893131547	Cell Painting	spherized	all_data
pf-03814735	5	3.33 uM	0.0	0.5799986442533347	Cell Painting	spherized	all_data
pf-04136309	5	3.33 uM	0.005	0.0569726990423466	Cell Painting	spherized	all_data
pf-04447943	5	3.33 uM	0.0	0.1134330293719208	Cell Painting	spherized	all_data
pf-04620110	5	3.33 uM	0.036	0.0352557683158254	Cell Painting	spherized	all_data
pf-04691502	5	3.33 uM	0.0	0.488452933818301	Cell Painting	spherized	all_data
ph-797804	5	3.33 uM	0.0	0.0876011616306281	Cell Painting	spherized	all_data
pha-848125	5	3.33 uM	0.0	0.4851013480544021	Cell Painting	spherized	all_data
phenazone	5	3.33 uM	0.0	0.3481911735093101	Cell Painting	spherized	all_data
phensuximide	5	3.33 uM	0.0	0.0823916460283009	Cell Painting	spherized	all_data
phentermine	5	3.33 uM	0.001	0.0681281679427628	Cell Painting	spherized	all_data
phentolamine	5	3.33 uM	0.0	0.0783526600465289	Cell Painting	spherized	all_data
phenylacetylglutamine	5	3.33 uM	0.011	0.0485922642342081	Cell Painting	spherized	all_data
phenylbutazone	5	3.33 uM	0.295	0.0138636644859464	Cell Painting	spherized	all_data
phenylbutyrate	5	3.33 uM	0.023	0.0383776772391403	Cell Painting	spherized	all_data
phenylephrine	5	3.33 uM	0.073	0.0287275775669161	Cell Painting	spherized	all_data
phenytoin	5	3.33 uM	0.241	0.0165038534205312	Cell Painting	spherized	all_data
physostigmine	5	3.33 uM	0.005	0.0583498576939865	Cell Painting	spherized	all_data
pibenzimol	5	3.33 uM	0.0	0.1142721177125599	Cell Painting	spherized	all_data
piclamilast	5	3.33 uM	0.11	0.0259928226932435	Cell Painting	spherized	all_data
picolinic-acid	4	3.33 uM	0.655	-0.0023037393243217	Cell Painting	spherized	all_data
piketoprofen	5	3.33 uM	0.001	0.0678573379525347	Cell Painting	spherized	all_data
pilaralisib	5	3.33 uM	0.0	0.0819237520516333	Cell Painting	spherized	all_data
pilocarpine	5	3.33 uM	0.002	0.0634310279780679	Cell Painting	spherized	all_data
pimecrolimus	5	3.33 uM	0.0	0.3154707399847045	Cell Painting	spherized	all_data
pimobendan	5	3.33 uM	0.005	0.057115270350368	Cell Painting	spherized	all_data
pimozide	4	3.33 uM	0.0	0.1889033290909202	Cell Painting	spherized	all_data
pinaverium	5	3.33 uM	0.0	0.087940312869097	Cell Painting	spherized	all_data
pinitol	5	3.33 uM	0.005	0.0596957065532418	Cell Painting	spherized	all_data
pioglitazone	5	3.33 uM	0.0	0.1072490216104867	Cell Painting	spherized	all_data
piperidolate	5	3.33 uM	0.384	0.009658757064583	Cell Painting	spherized	all_data
pirenoxine	5	3.33 uM	0.0	0.097075366937583	Cell Painting	spherized	all_data
pirenzepine	5	3.33 uM	0.018	0.0407553620808984	Cell Painting	spherized	all_data
pirfenidone	5	3.33 uM	0.671	-0.0023039028506819	Cell Painting	spherized	all_data
piribedil	5	3.33 uM	0.0	0.0925221587773326	Cell Painting	spherized	all_data
piroxicam	5	3.33 uM	0.007	0.0509679722914572	Cell Painting	spherized	all_data
pki-179	5	3.33 uM	0.0	0.6574287556586569	Cell Painting	spherized	all_data
podophyllotoxin	5	3.33 uM	0.0	0.8281427537817634	Cell Painting	spherized	all_data
pomalidomide	5	3.33 uM	0.0	0.1152210863441335	Cell Painting	spherized	all_data
pramipexole	5	3.33 uM	0.246	0.0162039351067253	Cell Painting	spherized	all_data
pranlukast	5	3.33 uM	0.002	0.0621213254161444	Cell Painting	spherized	all_data
pravastatin	5	3.33 uM	0.28	0.0148086704431784	Cell Painting	spherized	all_data
prazosin	5	3.33 uM	0.117	0.0256428156165996	Cell Painting	spherized	all_data
prednisone	5	3.33 uM	0.0	0.2086594037976485	Cell Painting	spherized	all_data
preladenant	5	3.33 uM	0.003	0.0610914048847725	Cell Painting	spherized	all_data
primidone	5	3.33 uM	0.0	0.0802196967915026	Cell Painting	spherized	all_data
probenecid	5	3.33 uM	0.093	0.0271540815050711	Cell Painting	spherized	all_data
probucol	5	3.33 uM	0.018	0.0409240634335071	Cell Painting	spherized	all_data
procainamide	5	3.33 uM	0.026	0.0379645329169782	Cell Painting	spherized	all_data
prochlorperazine	5	3.33 uM	0.0	0.1277337910454718	Cell Painting	spherized	all_data
progesterone	5	3.33 uM	0.0	0.0915779580258114	Cell Painting	spherized	all_data
proglumide	5	3.33 uM	0.077	0.0285199628070828	Cell Painting	spherized	all_data
proguanil	5	3.33 uM	0.85	-0.0119548481903731	Cell Painting	spherized	all_data
propafenone	5	3.33 uM	0.001	0.0686911642669919	Cell Painting	spherized	all_data
propentofylline	5	3.33 uM	0.03	0.0363759297925302	Cell Painting	spherized	all_data
propranolol	5	3.33 uM	0.021	0.0391648678699534	Cell Painting	spherized	all_data
protirelin	5	3.33 uM	0.0	0.1097665731407473	Cell Painting	spherized	all_data
protriptyline	2	3.33 uM	0.646	-0.0087138286278828	Cell Painting	spherized	all_data
prx-08066	5	3.33 uM	0.0	0.3269736081515542	Cell Painting	spherized	all_data
pterostilbene	5	3.33 uM	0.0	0.0886315721480385	Cell Painting	spherized	all_data
pyrazinamide	5	3.33 uM	0.302	0.0135776581644632	Cell Painting	spherized	all_data
quetiapine	5	3.33 uM	0.0	0.1375076020900971	Cell Painting	spherized	all_data
quiflapon	5	3.33 uM	0.002	0.0668927047548509	Cell Painting	spherized	all_data
quinapril	5	3.33 uM	0.005	0.0566678925220229	Cell Painting	spherized	all_data
quinidine	10	3.33 uM	0.058	0.0179217398379426	Cell Painting	spherized	all_data
quizartinib	5	3.33 uM	0.0	0.5599512756927039	Cell Painting	spherized	all_data
r-428	5	3.33 uM	0.0	0.3876991549195693	Cell Painting	spherized	all_data
r547	5	3.33 uM	0.0	0.7918816063424153	Cell Painting	spherized	all_data
rabeprazole	5	3.33 uM	0.0	0.0851064847024929	Cell Painting	spherized	all_data
racecadotril	5	3.33 uM	0.052	0.0307142047169427	Cell Painting	spherized	all_data
